Picture Path,Label,width,height,Luminance,RGB,LBP
./Multi-class Weather Dataset/Sunrise/sunrise271.jpg,Lever du soleil,227,152,0.13119918719134083,"[128.3288606938755, 42.783839547615436, 2.8545274016335407]","[225, 2722, 463, 7269, 12503, 29387, 2516, 6498, 53515, 3540]"
./Multi-class Weather Dataset/Cloudy/cloudy278.jpg,Nuageux,272,182,0.06913875559636726,"[119.73386794281765, 127.19648103632478, 140.69909544291247]","[43, 1010, 90, 12682, 10969, 38848, 6597, 11036, 35768, 1595]"
./Multi-class Weather Dataset/Shine/shine222.jpg,Ensoleillé,269,180,0.19924088530541398,"[135.81308989847267, 155.40785374943104, 184.32217879968897]","[1305, 3668, 3074, 16566, 26714, 29650, 8564, 9005, 15686, 4406]"
./Multi-class Weather Dataset/Cloudy/cloudy250.jpg,Nuageux,241,160,0.15729812752030595,"[148.9185422514287, 149.78381294357627, 159.03156440837884]","[670, 2713, 2761, 14843, 47567, 29865, 7387, 4240, 5596, 2996]"
./Multi-class Weather Dataset/Cloudy/cloudy139.jpg,Nuageux,183,275,0.15685077892598348,"[68.34659156162023, 68.18951594740935, 69.71975555365903]","[79, 1714, 330, 8883, 16284, 45066, 5132, 7482, 30464, 3204]"
./Multi-class Weather Dataset/Sunrise/sunrise258.jpg,Lever du soleil,233,175,0.1918757334116655,"[148.56102110516866, 115.90619349934254, 83.39845676158777]","[184, 2590, 700, 7938, 31701, 46431, 5921, 5631, 13364, 4178]"
./Multi-class Weather Dataset/Cloudy/cloudy268.jpg,Nuageux,300,300,0.1691829785867307,"[140.82676763426346, 140.82676763426346, 140.82676763426346]","[507, 2905, 2403, 14741, 39812, 34137, 9909, 4808, 5783, 3633]"
./Multi-class Weather Dataset/Sunrise/sunrise6.jpg,Lever du soleil,350,144,0.14981489546037133,"[99.19862957589474, 100.5119010930309, 91.95506548149623]","[461, 2638, 1099, 14506, 11335, 28818, 5736, 11399, 39178, 3468]"
./Multi-class Weather Dataset/Shine/shine152.jpg,Ensoleillé,258,161,0.12230752722114815,"[171.24993612396534, 206.9338166246797, 212.94137813137442]","[268, 1949, 537, 12040, 17399, 34873, 6719, 9452, 32689, 2712]"
./Multi-class Weather Dataset/Cloudy/cloudy94.jpg,Nuageux,500,329,0.18741890154018512,"[100.82268365084332, 123.67721615597448, 145.8552783730761]","[2856, 5942, 5111, 15342, 29538, 23365, 10443, 7719, 8258, 10064]"
./Multi-class Weather Dataset/Cloudy/cloudy296.jpg,Nuageux,251,167,0.1878279791013337,"[118.78149714098771, 126.73362659676917, 120.89545310629815]","[156, 991, 408, 11086, 16922, 46496, 6726, 9022, 25428, 1403]"
./Multi-class Weather Dataset/Shine/shine100.jpg,Ensoleillé,480,640,0.2613066597694209,"[129.99123512149353, 145.4179105372014, 171.30363924158996]","[4653, 8701, 3720, 10511, 19028, 17422, 8570, 11205, 18730, 16098]"
./Multi-class Weather Dataset/Sunrise/sunrise170.jpg,Lever du soleil,2560,1600,0.16330949044988333,"[237.40662584790496, 166.57409685872148, 62.703719771489745]","[2872, 6862, 2139, 10996, 8390, 20922, 9938, 12977, 29062, 14480]"
./Multi-class Weather Dataset/Cloudy/cloudy298.jpg,Nuageux,249,166,0.12618212547697663,"[93.18746335359455, 94.56785300925925, 93.72939744353621]","[143, 1151, 616, 12338, 31036, 39970, 7731, 7625, 16363, 1665]"
./Multi-class Weather Dataset/Shine/shine145.jpg,Ensoleillé,259,194,0.21739597654478024,"[118.71588180141481, 149.3168015241217, 176.92794697683289]","[707, 2882, 2665, 15391, 35895, 31557, 8245, 6454, 11238, 3604]"
./Multi-class Weather Dataset/Sunrise/sunrise320.jpg,Lever du soleil,234,176,0.05984314905171844,"[204.3823287872035, 132.069359100794, 50.41437542671825]","[286, 2265, 513, 9177, 10185, 31276, 4079, 8080, 48805, 3972]"
./Multi-class Weather Dataset/Cloudy/cloudy4.jpg,Nuageux,800,600,0.17749884422855416,"[160.1775597366042, 161.67434759520557, 164.59957595532208]","[362, 1996, 962, 12058, 19190, 36122, 9239, 6519, 28457, 3733]"
./Multi-class Weather Dataset/Sunrise/sunrise204.jpg,Lever du soleil,800,533,0.1842204525203225,"[136.26185367989177, 110.76532132542904, 98.7772520187461]","[1556, 4700, 1617, 12002, 24810, 33500, 7550, 10069, 14557, 8277]"
./Multi-class Weather Dataset/Sunrise/sunrise146.jpg,Lever du soleil,284,177,0.16155008912007188,"[46.51155310034517, 70.22508913670157, 81.85308824823201]","[642, 2699, 1997, 13555, 22771, 31290, 6844, 7064, 28111, 3665]"
./Multi-class Weather Dataset/Shine/shine30.jpg,Ensoleillé,1024,839,0.17521776017230395,"[101.35544830308375, 141.8232038124905, 202.35135269685935]","[3009, 6477, 3313, 11074, 19303, 26632, 8878, 8669, 19454, 11829]"
./Multi-class Weather Dataset/Sunrise/sunrise332.jpg,Lever du soleil,213,160,0.2213779893555733,"[129.4418950004425, 88.6757772001277, 34.20387857258003]","[299, 2081, 558, 10941, 19288, 34065, 5622, 8422, 34139, 3223]"
./Multi-class Weather Dataset/Cloudy/cloudy274.jpg,Nuageux,221,166,0.12358164332806819,"[155.55846425286376, 162.5726207296566, 159.4881468139951]","[104, 1420, 375, 11325, 17312, 35423, 5861, 9176, 35620, 2022]"
./Multi-class Weather Dataset/Rain/rain172.jpg,Pluvieux,600,400,0.09344778751246592,"[84.18491371203788, 83.77218292858316, 83.90915451573274]","[10781, 11537, 8017, 9948, 10383, 9854, 9415, 12388, 14339, 21976]"
./Multi-class Weather Dataset/Sunrise/sunrise249.jpg,Lever du soleil,281,176,0.21735544374545765,"[172.503352174788, 69.39947653918854, 11.24314435641405]","[377, 3662, 1210, 9752, 31229, 37990, 5791, 6738, 17241, 4648]"
./Multi-class Weather Dataset/Cloudy/cloudy36.jpg,Nuageux,259,194,0.1708276541886492,"[157.39232489274093, 150.41280308849187, 154.79735397148258]","[73, 984, 365, 12450, 23950, 40843, 8682, 8296, 21632, 1363]"
./Multi-class Weather Dataset/Shine/shine12.jpg,Ensoleillé,284,177,0.2668919342058151,"[145.43345216909844, 179.53791786779954, 209.20218621984523]","[617, 3339, 1741, 12240, 23732, 32214, 7926, 7817, 25113, 3899]"
./Multi-class Weather Dataset/Cloudy/cloudy7.jpg,Nuageux,640,480,0.18702128806373194,"[143.2713248495423, 139.28151650135285, 136.8493761616219]","[3109, 7174, 2841, 11722, 19454, 23212, 9205, 10438, 18078, 13405]"
./Multi-class Weather Dataset/Cloudy/cloudy215.jpg,Nuageux,300,300,0.16022007432177887,"[140.18339981709065, 181.01465681711383, 216.76830354602868]","[397, 2661, 1492, 9847, 24499, 30715, 6276, 5175, 33704, 3872]"
./Multi-class Weather Dataset/Shine/shine34.jpg,Ensoleillé,259,194,0.16691743502706877,"[127.79080875225476, 170.28525005557873, 204.62517789804912]","[768, 5030, 2817, 13086, 40059, 29390, 7389, 6422, 8263, 5414]"
./Multi-class Weather Dataset/Rain/rain194.jpg,Pluvieux,259,194,0.15748305504438387,"[71.6570136478721, 82.05754651228949, 73.6201507224182]","[4338, 7296, 7326, 18670, 29619, 20138, 9316, 7063, 5419, 9453]"
./Multi-class Weather Dataset/Sunrise/sunrise54.jpg,Lever du soleil,1920,1080,0.23508645894736302,"[170.97995543691735, 139.86242708912826, 81.51937116480386]","[3931, 5483, 3711, 13127, 18108, 26014, 10858, 9318, 17804, 10284]"
./Multi-class Weather Dataset/Rain/rain15.jpg,Pluvieux,640,480,0.12632195984004932,"[75.72960899174379, 86.66542710941056, 90.75570669810685]","[6920, 10201, 8012, 13278, 19597, 14233, 9904, 10086, 10277, 16130]"
./Multi-class Weather Dataset/Sunrise/sunrise340.jpg,Lever du soleil,294,165,0.24511701994882817,"[132.25581492518208, 103.97004536647195, 67.48747157187199]","[430, 3583, 1204, 10779, 25733, 31597, 5253, 8077, 27594, 4388]"
./Multi-class Weather Dataset/Sunrise/sunrise350.jpg,Lever du soleil,245,153,0.13760677676436017,"[118.1287585449013, 84.2996739227208, 92.62025364844105]","[110, 1278, 108, 10209, 4782, 37863, 3464, 9735, 48849, 2240]"
./Multi-class Weather Dataset/Cloudy/cloudy266.jpg,Nuageux,252,168,0.13936095712035773,"[92.68491460103424, 95.82654179626257, 107.68855118880545]","[172, 1427, 868, 11354, 40002, 39997, 8348, 5368, 9248, 1854]"
./Multi-class Weather Dataset/Cloudy/cloudy164.jpg,Nuageux,205,300,0.08815152686571133,"[125.94390722723747, 139.13703421200415, 139.39063843372276]","[179, 2005, 589, 9172, 17635, 45891, 6164, 6806, 27171, 3026]"
./Multi-class Weather Dataset/Cloudy/cloudy149.jpg,Nuageux,759,462,0.17620081585406172,"[126.18542152651342, 133.56064532311527, 147.05297111143773]","[856, 2829, 1977, 14650, 33226, 33188, 9560, 6924, 10290, 5138]"
./Multi-class Weather Dataset/Shine/shine120.jpg,Ensoleillé,284,177,0.20085878758205328,"[106.74186456384126, 135.60903296688244, 172.7141169460881]","[376, 1905, 1321, 14114, 20446, 29702, 5672, 8800, 33572, 2730]"
./Multi-class Weather Dataset/Shine/shine20.jpg,Ensoleillé,259,194,0.17887261114333128,"[126.73793246709528, 166.48147134033783, 225.48894536320572]","[931, 6590, 2338, 11848, 30999, 28547, 6585, 9883, 15073, 5844]"
./Multi-class Weather Dataset/Shine/shine107.jpg,Ensoleillé,275,183,0.21022860927070666,"[105.93565928365068, 153.78540576164465, 189.3519865183373]","[349, 2954, 1179, 10909, 23370, 40029, 6871, 7914, 21208, 3855]"
./Multi-class Weather Dataset/Rain/rain188.jpg,Pluvieux,274,184,0.23981638603719724,"[93.63401313897107, 84.6562898072814, 73.47508330883655]","[1248, 5007, 4099, 15190, 32513, 27121, 8921, 6575, 12441, 5523]"
./Multi-class Weather Dataset/Rain/rain91.jpg,Pluvieux,281,180,0.17501185638935227,"[121.56986800182067, 135.641322631661, 132.4882735453649]","[3765, 7400, 8313, 19537, 26749, 19765, 10173, 7704, 6075, 9157]"
./Multi-class Weather Dataset/Cloudy/cloudy235.jpg,Nuageux,268,178,0.08848707791258921,"[139.14435167273555, 139.07037351149083, 139.41822596627978]","[67, 1001, 194, 12578, 13112, 39860, 5759, 10789, 33740, 1538]"
./Multi-class Weather Dataset/Rain/rain177.jpg,Pluvieux,289,175,0.21976854955528274,"[129.81695894232877, 134.7770990784466, 148.81578079167298]","[3135, 6570, 6995, 18883, 28570, 22429, 10002, 7172, 6514, 8368]"
./Multi-class Weather Dataset/Cloudy/cloudy62.jpg,Nuageux,500,309,0.1115997551445353,"[19.312541091387246, 32.75771806883123, 50.91082517037121]","[1159, 4169, 1771, 13929, 22268, 28721, 9846, 8857, 20325, 7593]"
./Multi-class Weather Dataset/Shine/shine204.jpg,Ensoleillé,288,162,0.1949881466880904,"[55.126708651001366, 111.45961003088176, 149.93083262608735]","[361, 1966, 895, 7934, 19739, 27139, 4559, 4925, 48732, 2388]"
./Multi-class Weather Dataset/Sunrise/sunrise120.jpg,Lever du soleil,450,338,0.1649624575942612,"[81.54676920943332, 144.7800030344409, 208.37426420734715]","[2466, 8255, 3352, 12459, 23001, 22393, 9899, 10802, 14125, 11886]"
./Multi-class Weather Dataset/Cloudy/cloudy91.jpg,Nuageux,273,185,0.18717664704620698,"[77.9546644453611, 94.63679322813938, 132.55017534959288]","[194, 1231, 781, 10912, 26617, 34670, 6433, 5682, 30271, 1847]"
./Multi-class Weather Dataset/Sunrise/sunrise125.jpg,Lever du soleil,1024,557,0.25184487214409346,"[177.6828216072738, 112.8373384265581, 63.99587630807583]","[5260, 9740, 3721, 10732, 22601, 19161, 7474, 11366, 15379, 13204]"
./Multi-class Weather Dataset/Sunrise/sunrise126.jpg,Lever du soleil,190,265,0.26902674235046115,"[151.4120684811675, 92.26257277916856, 54.257463750021074]","[1321, 9935, 3714, 10126, 35542, 20581, 6302, 10143, 14393, 6581]"
./Multi-class Weather Dataset/Sunrise/sunrise227.jpg,Lever du soleil,255,169,0.16179696800400856,"[104.2422154869224, 86.41244162915761, 94.77439168942497]","[258, 2443, 1062, 10932, 19279, 33123, 5413, 7676, 35464, 2988]"
./Multi-class Weather Dataset/Sunrise/sunrise269.jpg,Lever du soleil,265,177,0.21267701225893468,"[204.14597833851718, 81.43588222418197, 5.154427359909978]","[293, 2727, 803, 9454, 25747, 42859, 5938, 7069, 20196, 3552]"
./Multi-class Weather Dataset/Rain/rain176.jpg,Pluvieux,1023,576,0.2856335238313091,"[122.23681855465787, 130.43156575175112, 140.80463307366736]","[13323, 11591, 6919, 9619, 9509, 10635, 7823, 12385, 14096, 22738]"
./Multi-class Weather Dataset/Cloudy/cloudy86.jpg,Nuageux,259,194,0.1118591584059841,"[123.4433218066724, 136.77916224144036, 151.34520077620576]","[94, 1010, 346, 11906, 18378, 39158, 7162, 8758, 30183, 1643]"
./Multi-class Weather Dataset/Shine/shine185.jpg,Ensoleillé,221,166,0.20015700078847515,"[158.8169065244694, 191.44497705204066, 216.13033763291483]","[376, 2471, 1043, 11699, 29538, 38487, 7602, 7534, 16237, 3651]"
./Multi-class Weather Dataset/Cloudy/cloudy145.jpg,Nuageux,300,168,0.18366637873388753,"[125.55660012627699, 151.85526842948718, 174.16572186109215]","[745, 3222, 2975, 15284, 41410, 29346, 7587, 4865, 9355, 3849]"
./Multi-class Weather Dataset/Sunrise/sunrise322.jpg,Lever du soleil,242,151,0.22862878186240512,"[68.28723146383325, 45.53793386973398, 28.012955080528585]","[363, 1634, 958, 11527, 15702, 32433, 5474, 7449, 40750, 2348]"
./Multi-class Weather Dataset/Cloudy/cloudy151.jpg,Nuageux,1920,1280,0.2779020750195122,"[101.24029189635698, 128.57293984642357, 166.27221032284135]","[4102, 5759, 5727, 15973, 24531, 20258, 9560, 8382, 11615, 12731]"
./Multi-class Weather Dataset/Sunrise/sunrise123.jpg,Lever du soleil,1920,1440,0.2201751516888635,"[132.55597466794998, 88.24240530410788, 51.878997026405955]","[9253, 10074, 6562, 10256, 12743, 11915, 8293, 10389, 19642, 19511]"
./Multi-class Weather Dataset/Sunrise/sunrise299.jpg,Lever du soleil,201,161,0.12369276954800594,"[153.36814103090916, 82.26620014771827, 20.113465074691497]","[211, 2485, 256, 7995, 13655, 31669, 2892, 7626, 47853, 3996]"
./Multi-class Weather Dataset/Cloudy/cloudy45.jpg,Nuageux,260,194,0.18512197474167175,"[135.17568359210372, 148.60683194360155, 172.99145233293717]","[344, 2084, 1220, 14217, 23223, 31983, 6199, 9342, 27258, 2768]"
./Multi-class Weather Dataset/Rain/rain175.jpg,Pluvieux,594,277,0.2566150210229493,"[106.40569763692915, 118.13931461936733, 102.4132601313976]","[2226, 4932, 4742, 17320, 40635, 21336, 8444, 6182, 5789, 7032]"
./Multi-class Weather Dataset/Cloudy/cloudy118.jpg,Nuageux,259,194,0.19180672816973643,"[113.10742869063876, 159.20900659990897, 174.06423354289942]","[249, 1490, 1131, 12213, 38701, 39698, 8587, 5273, 9205, 2091]"
./Multi-class Weather Dataset/Cloudy/cloudy144.jpg,Nuageux,259,194,0.24103674453660753,"[110.70613375878723, 114.20361187367243, 131.46446790209504]","[1103, 3554, 3454, 16068, 40467, 27250, 7435, 5611, 9618, 4078]"
./Multi-class Weather Dataset/Shine/shine161.jpg,Ensoleillé,307,173,0.15941083931622496,"[161.014678218878, 205.1156941836722, 173.92470408274542]","[308, 2549, 898, 10670, 24604, 35098, 7541, 6886, 26042, 4042]"
./Multi-class Weather Dataset/Cloudy/cloudy98.jpg,Nuageux,301,167,0.13288533817859666,"[162.19584639170208, 187.8523369146058, 203.46861918583213]","[618, 2984, 2093, 13038, 31522, 32939, 7671, 6211, 17539, 4023]"
./Multi-class Weather Dataset/Sunrise/sunrise135.jpg,Lever du soleil,900,600,0.19245623295219308,"[177.1190212690074, 101.83008671863146, 21.898109954230517]","[7518, 9558, 4685, 9434, 12419, 12842, 8481, 12358, 20184, 21159]"
./Multi-class Weather Dataset/Shine/shine133.jpg,Ensoleillé,600,450,0.2712493095156352,"[106.21815792842513, 132.36932826908327, 170.08144062715994]","[343, 2235, 736, 14407, 16265, 33168, 10426, 10079, 27455, 3524]"
./Multi-class Weather Dataset/Shine/shine249.jpg,Ensoleillé,264,154,0.15926034882160406,"[120.69673239181375, 159.83983239060208, 207.6233838704715]","[254, 1864, 309, 14801, 7229, 30202, 4384, 13560, 43040, 2995]"
./Multi-class Weather Dataset/Cloudy/cloudy107.jpg,Nuageux,275,183,0.2769798716019746,"[101.28853957258636, 128.5438370031103, 166.26944827700652]","[481, 2192, 1992, 14037, 39008, 30889, 6742, 5128, 15275, 2894]"
./Multi-class Weather Dataset/Rain/rain193.jpg,Pluvieux,310,163,0.21932744784664254,"[130.43271601426187, 121.40067846226546, 90.48003531488646]","[3128, 8360, 7090, 17088, 29327, 19242, 9292, 8442, 8955, 7714]"
./Multi-class Weather Dataset/Shine/shine38.jpg,Ensoleillé,284,177,0.21530118200148385,"[78.22921901867446, 175.33324275448211, 240.77360858241036]","[550, 2812, 1439, 14063, 22212, 35383, 7487, 9079, 21588, 4025]"
./Multi-class Weather Dataset/Cloudy/cloudy148.jpg,Nuageux,900,600,0.15628675720969568,"[104.7025204824761, 125.47247291919537, 158.70701998937946]","[1471, 3624, 3749, 16482, 32877, 29039, 10904, 6181, 7754, 6557]"
./Multi-class Weather Dataset/Cloudy/cloudy17.jpg,Nuageux,299,168,0.18467728893407087,"[135.35339699337482, 144.67275905749, 152.81593929643117]","[460, 1947, 1905, 13649, 39629, 35250, 7529, 5031, 10855, 2383]"
./Multi-class Weather Dataset/Sunrise/sunrise62.jpg,Lever du soleil,240,180,0.18508660660208842,"[219.7940742005091, 143.3517526135176, 61.86059829191532]","[816, 5790, 2677, 10022, 35770, 35965, 6556, 6765, 8575, 5702]"
./Multi-class Weather Dataset/Sunrise/sunrise252.jpg,Lever du soleil,232,155,0.14881867751189587,"[163.95383757997016, 95.69144918523155, 91.2369783105961]","[223, 2126, 625, 11573, 23443, 42662, 6717, 8746, 19535, 2988]"
./Multi-class Weather Dataset/Cloudy/cloudy195.jpg,Nuageux,231,174,0.14618510336990728,"[124.94845421313154, 125.11661080476955, 126.35527024040569]","[61, 873, 207, 11452, 29165, 44044, 8310, 8048, 15207, 1271]"
./Multi-class Weather Dataset/Rain/rain122.jpg,Pluvieux,620,376,0.21740723244209081,"[109.5444525837, 104.61116978487078, 106.94834368125095]","[3361, 7059, 6366, 16507, 32232, 20203, 9602, 7123, 6444, 9741]"
./Multi-class Weather Dataset/Rain/rain190.jpg,Pluvieux,852,480,0.11746373715383318,"[118.0900544750628, 115.15593911468079, 87.73682714828934]","[2247, 8521, 4000, 11285, 27668, 25705, 7600, 8344, 11883, 11385]"
./Multi-class Weather Dataset/Cloudy/cloudy218.jpg,Nuageux,250,152,0.19923135170184664,"[98.02920817291889, 98.02920817291889, 98.02920817291889]","[177, 1318, 999, 12562, 43158, 37128, 7662, 5139, 8806, 1689]"
./Multi-class Weather Dataset/Shine/shine24.jpg,Ensoleillé,852,480,0.21107186039170645,"[110.86568295597743, 139.15605738412228, 170.50917602285946]","[2824, 4973, 1689, 10055, 12133, 34527, 10950, 6848, 27082, 7557]"
./Multi-class Weather Dataset/Sunrise/sunrise232.jpg,Lever du soleil,239,180,0.14821408891929175,"[170.22130556819906, 59.342043522100845, 18.163719742515045]","[242, 2311, 264, 9327, 8400, 33564, 3322, 8838, 47875, 4495]"
./Multi-class Weather Dataset/Sunrise/sunrise304.jpg,Lever du soleil,242,162,0.10947522311352059,"[164.71783288501575, 146.29843238991722, 120.63315397337911]","[79, 1595, 204, 8620, 11143, 45559, 3740, 7663, 37157, 2878]"
./Multi-class Weather Dataset/Sunrise/sunrise157.jpg,Lever du soleil,2560,1600,0.16963476622843585,"[183.54095879508463, 159.91358323218532, 120.30653532832018]","[5929, 8794, 2396, 10784, 9260, 13884, 7323, 13954, 26321, 19993]"
./Multi-class Weather Dataset/Sunrise/sunrise247.jpg,Lever du soleil,245,163,0.18104920946796466,"[82.70312727187958, 76.65352730048551, 67.03612897664534]","[198, 1874, 527, 10183, 10632, 34591, 3605, 8789, 45419, 2820]"
./Multi-class Weather Dataset/Cloudy/cloudy13.jpg,Nuageux,306,165,0.21792241440269755,"[121.99958776909591, 131.19755593169978, 140.6735676490669]","[233, 1555, 1292, 12641, 45117, 37033, 8089, 4189, 6443, 2046]"
./Multi-class Weather Dataset/Rain/rain17.jpg,Pluvieux,280,180,0.18780903690489045,"[86.33781407253578, 88.90715628239897, 85.16099477112097]","[2424, 6128, 6143, 18699, 32826, 22678, 9728, 6817, 5929, 7266]"
./Multi-class Weather Dataset/Sunrise/sunrise72.jpg,Lever du soleil,900,463,0.17952904917181256,"[83.33435271582461, 88.08965943142164, 88.04552570108228]","[4210, 8320, 4648, 11982, 20296, 21344, 9681, 9829, 14581, 13747]"
./Multi-class Weather Dataset/Shine/shine209.jpg,Ensoleillé,200,300,0.197962672024172,"[75.53087569960721, 133.15024519178087, 222.56602332304996]","[610, 3771, 1922, 12889, 20156, 32595, 7618, 9480, 24945, 4652]"
./Multi-class Weather Dataset/Rain/rain93.jpg,Pluvieux,310,163,0.1357647269016516,"[98.25210175202085, 111.27174788010586, 108.4761322257624]","[1663, 5384, 5640, 18103, 34800, 24063, 9463, 7183, 6536, 5803]"
./Multi-class Weather Dataset/Shine/shine170.jpg,Ensoleillé,245,164,0.1526026459152714,"[135.8501921615018, 170.25280168848724, 169.55498264679107]","[247, 2099, 1099, 11965, 35600, 38970, 9011, 6380, 10322, 2945]"
./Multi-class Weather Dataset/Sunrise/sunrise140.jpg,Lever du soleil,420,320,0.18435851256964897,"[177.3165127320083, 74.04630294730609, 12.226509654105346]","[662, 5479, 1412, 10072, 19872, 26552, 6496, 9154, 31532, 7407]"
./Multi-class Weather Dataset/Sunrise/sunrise319.jpg,Lever du soleil,260,173,0.17325815441239487,"[174.03866600762404, 113.94981319223183, 88.41386850123907]","[263, 3089, 568, 9785, 27991, 42440, 6236, 8394, 16401, 3471]"
./Multi-class Weather Dataset/Cloudy/cloudy19.jpg,Nuageux,800,600,0.2139184742449882,"[140.02435454913265, 148.5272435897436, 165.8692606395084]","[782, 2691, 2006, 13187, 23903, 34752, 9347, 6203, 21069, 4698]"
./Multi-class Weather Dataset/Sunrise/sunrise162.jpg,Lever du soleil,284,177,0.2462533205883568,"[204.5140616834404, 162.46590590309387, 89.09744496519876]","[454, 2255, 961, 11293, 18697, 37727, 6466, 8358, 29346, 3081]"
./Multi-class Weather Dataset/Sunrise/sunrise229.jpg,Lever du soleil,234,176,0.19921641152805658,"[130.85216250669052, 102.26090416592913, 55.8116553217561]","[195, 2396, 741, 11822, 21593, 38898, 7037, 9145, 23493, 3318]"
./Multi-class Weather Dataset/Rain/rain200.jpg,Pluvieux,612,405,0.24032616114221972,"[168.16935301610783, 167.1408091868752, 156.9788604568098]","[5729, 11063, 5746, 12656, 20466, 17971, 9132, 10782, 11275, 13818]"
./Multi-class Weather Dataset/Sunrise/sunrise74.jpg,Lever du soleil,1920,1200,0.17414742887577417,"[70.37025611787539, 87.63393322807616, 83.15979828079958]","[4495, 8559, 3171, 10611, 21378, 18854, 7096, 10478, 18334, 15662]"
./Multi-class Weather Dataset/Sunrise/sunrise23.jpg,Lever du soleil,4261,3195,0.1880683110394976,"[150.68103887324256, 137.42971249067543, 111.71278977330198]","[10839, 10830, 6257, 10250, 13835, 11916, 7323, 11413, 14484, 21491]"
./Multi-class Weather Dataset/Sunrise/sunrise80.jpg,Lever du soleil,259,194,0.21687959037646765,"[173.130470290927, 91.54384342363956, 29.198574227639963]","[377, 2668, 810, 12152, 21052, 36647, 7300, 8822, 24576, 4234]"
./Multi-class Weather Dataset/Cloudy/cloudy178.jpg,Nuageux,236,177,0.1923364471451035,"[120.99469581968889, 126.10607593451297, 131.58632826328832]","[232, 1559, 1215, 13082, 43023, 35965, 8213, 5115, 8110, 2124]"
./Multi-class Weather Dataset/Cloudy/cloudy64.jpg,Nuageux,480,360,0.13164620802581048,"[54.06176595241406, 54.135912166896354, 56.15298639558995]","[1028, 3018, 2547, 13113, 24712, 31820, 8592, 6163, 22909, 4736]"
./Multi-class Weather Dataset/Rain/rain65.jpg,Pluvieux,300,168,0.09557026592570642,"[144.30429041495978, 154.90953731097963, 183.32174121592575]","[3022, 6938, 6792, 17197, 28559, 23329, 9691, 7539, 7666, 7905]"
./Multi-class Weather Dataset/Cloudy/cloudy117.jpg,Nuageux,400,269,0.20977034355849702,"[76.95977219040273, 111.66154394039009, 131.26081862472395]","[1099, 2907, 3614, 16361, 33124, 24550, 7135, 5013, 20899, 3936]"
./Multi-class Weather Dataset/Sunrise/sunrise313.jpg,Lever du soleil,216,162,0.22569104806483709,"[158.8275440573425, 112.05355294309159, 74.32820481211753]","[343, 3997, 1378, 9756, 30443, 39077, 6040, 7586, 15495, 4523]"
./Multi-class Weather Dataset/Sunrise/sunrise156.jpg,Lever du soleil,280,180,0.20029039520062264,"[138.0046842205912, 131.1265033257683, 96.27158397551796]","[496, 4245, 1397, 9047, 29634, 40011, 6352, 6638, 14818, 6000]"
./Multi-class Weather Dataset/Rain/rain140.jpg,Pluvieux,275,183,0.17591975824766873,"[148.94602764818185, 156.90560254724457, 147.27950374774525]","[834, 3334, 3088, 16113, 38668, 32322, 9243, 4823, 5825, 4388]"
./Multi-class Weather Dataset/Sunrise/sunrise352.jpg,Lever du soleil,207,156,0.1416254546053931,"[115.8046278384666, 107.13404464895312, 89.41353542393668]","[169, 2224, 801, 9872, 25099, 40379, 5884, 7070, 23722, 3418]"
./Multi-class Weather Dataset/Sunrise/sunrise155.jpg,Lever du soleil,1000,667,0.2314387033929873,"[131.01212926876295, 122.73696444883807, 110.19849016809539]","[4985, 7850, 4586, 11732, 18235, 20992, 9212, 10466, 14791, 15789]"
./Multi-class Weather Dataset/Cloudy/cloudy196.jpg,Nuageux,261,174,0.1894901210308968,"[148.5560828950252, 149.78961486307085, 154.86828827504678]","[116, 1025, 529, 12034, 32180, 42359, 8295, 7302, 13350, 1448]"
./Multi-class Weather Dataset/Shine/shine138.jpg,Ensoleillé,290,174,0.2323964866045566,"[78.94955202485713, 124.22031305315329, 178.14868674823833]","[489, 2165, 1410, 13720, 22577, 34396, 7284, 7963, 25910, 2724]"
./Multi-class Weather Dataset/Sunrise/sunrise220.jpg,Lever du soleil,320,179,0.19347119355389633,"[177.63519066403683, 95.53335988469125, 27.887549237227955]","[925, 3497, 743, 10639, 9334, 24472, 4112, 10124, 49067, 5725]"
./Multi-class Weather Dataset/Cloudy/cloudy269.jpg,Nuageux,201,151,0.20065312508632752,"[114.21212750394056, 122.32461063276521, 128.32453622047743]","[40, 693, 152, 11519, 23004, 43402, 7117, 8902, 22844, 965]"
./Multi-class Weather Dataset/Rain/rain86.jpg,Pluvieux,852,480,0.17273090538394015,"[176.74058217013098, 175.2593478954888, 175.0504046777276]","[6264, 8481, 5887, 10204, 12385, 20552, 9589, 10450, 19894, 14932]"
./Multi-class Weather Dataset/Sunrise/sunrise292.jpg,Lever du soleil,230,154,0.1311109311262003,"[153.19922046214114, 129.64672153947302, 114.17205372119389]","[158, 1655, 286, 7133, 7181, 32580, 2685, 6654, 57074, 3232]"
./Multi-class Weather Dataset/Cloudy/cloudy126.jpg,Nuageux,852,480,0.11735181015115956,"[144.05728060360087, 176.36529611085825, 226.41208715009103]","[772, 2706, 1861, 11029, 14627, 31797, 8314, 5107, 37826, 4599]"
./Multi-class Weather Dataset/Cloudy/cloudy277.jpg,Nuageux,201,151,0.2388932182783154,"[129.82106083737926, 140.56958852770614, 132.73744035822207]","[165, 1748, 634, 10125, 24005, 47189, 6449, 7254, 18588, 2481]"
