Picture Path,Label,width,height,Luminance,RGB,LBP,HSV
./Multi-class Weather Dataset/Shine/shine2.jpg,Ensoleillé,300,168,0.24077993179370694,"[121.67453329666718, 139.59333434481363, 191.13705479062358]","[742, 3400, 1604, 15646, 26063, 32547, 10443, 11103, 13603, 3487]","[110.68933225442102, 105.155161078238]"
./Multi-class Weather Dataset/Shine/shine20.jpg,Ensoleillé,259,194,0.17887261114333128,"[126.73793246709528, 166.48147134033783, 225.48894536320572]","[931, 6590, 2338, 11848, 30999, 28547, 6585, 9883, 15073, 5844]","[106.38271043004771, 114.32520777491192]"
./Multi-class Weather Dataset/Shine/shine200.jpg,Ensoleillé,228,171,0.22635547484286514,"[42.34973541492818, 116.02096003177734, 198.0208783758155]","[240, 1429, 878, 8782, 17539, 42593, 4642, 5093, 35143, 2299]","[105.47083565130903, 208.57976365076956]"
./Multi-class Weather Dataset/Shine/shine201.jpg,Ensoleillé,263,164,0.17914660798607437,"[114.73285017369014, 163.1934263789848, 169.66770847162167]","[1135, 4285, 3675, 15536, 40164, 27809, 8252, 5751, 7051, 4980]","[94.92408840337835, 121.50166051349483]"
./Multi-class Weather Dataset/Shine/shine202.jpg,Ensoleillé,225,169,0.2592728790568528,"[111.74456892369014, 157.82225189494514, 188.30893104180365]","[743, 3061, 2293, 15341, 28379, 30560, 8241, 8153, 17539, 4328]","[101.66157554914952, 104.78067735464185]"
./Multi-class Weather Dataset/Shine/shine203.jpg,Ensoleillé,230,164,0.192875806605012,"[100.658481578415, 163.8582282934747, 194.51184222171648]","[960, 3423, 3005, 16105, 32380, 27412, 7508, 6993, 16484, 4368]","[90.28260759621706, 139.27761762673006]"
./Multi-class Weather Dataset/Shine/shine204.jpg,Ensoleillé,288,162,0.1949881466880904,"[55.126708651001366, 111.45961003088176, 149.93083262608735]","[361, 1966, 895, 7934, 19739, 27139, 4559, 4925, 48732, 2388]","[93.48732278022219, 189.43087375040037]"
./Multi-class Weather Dataset/Shine/shine205.jpg,Ensoleillé,282,176,0.17190939382283602,"[148.05619020017826, 197.7906373076607, 213.36868328576216]","[493, 2832, 1156, 13149, 22111, 36119, 8275, 9250, 20947, 4306]","[81.35433840759285, 103.13966014261872]"
./Multi-class Weather Dataset/Shine/shine206.jpg,Ensoleillé,287,161,0.13506609750295712,"[142.2947248141405, 173.6988367449721, 202.13583706316695]","[200, 2089, 198, 12433, 7077, 32505, 5485, 11661, 43694, 3296]","[96.27482762689863, 86.28371179554611]"
./Multi-class Weather Dataset/Shine/shine207.jpg,Ensoleillé,300,168,0.179933652095988,"[184.69989339945886, 197.55457357676292, 215.76770581121775]","[264, 1819, 740, 12586, 24502, 39296, 8960, 7927, 19714, 2830]","[105.37905224295757, 42.50990407795142]"
./Multi-class Weather Dataset/Shine/shine208.jpg,Ensoleillé,266,166,0.1296876725794108,"[95.93313848508699, 142.1405793319278, 195.54751685537096]","[482, 2049, 1697, 11130, 21282, 27724, 5175, 5226, 41191, 2682]","[104.88566058092685, 130.4286906387498]"
./Multi-class Weather Dataset/Shine/shine209.jpg,Ensoleillé,200,300,0.197962672024172,"[75.53087569960721, 133.15024519178087, 222.56602332304996]","[610, 3771, 1922, 12889, 20156, 32595, 7618, 9480, 24945, 4652]","[108.44321381007772, 173.46059441325713]"
./Multi-class Weather Dataset/Shine/shine21.jpg,Ensoleillé,300,168,0.2741394696712785,"[138.66366709417514, 172.4741861139559, 207.31290462504637]","[477, 2593, 1632, 12571, 25454, 33763, 8228, 7204, 23100, 3616]","[103.33997538731266, 98.8278966267132]"
./Multi-class Weather Dataset/Shine/shine210.jpg,Ensoleillé,238,179,0.21658201770407884,"[117.5367955592854, 148.01763057578515, 175.6939892783088]","[534, 2383, 2127, 14848, 37651, 33029, 8128, 6184, 10649, 3105]","[103.21492270604696, 95.85748242552977]"
./Multi-class Weather Dataset/Shine/shine211.jpg,Ensoleillé,248,251,0.2042544656352826,"[109.18606604887347, 142.4994831309319, 166.12178499405755]","[706, 3805, 2448, 13303, 33485, 31145, 7397, 6732, 15493, 4124]","[95.94286822097473, 123.37180330079738]"
./Multi-class Weather Dataset/Shine/shine212.jpg,Ensoleillé,220,165,0.26715982002700267,"[72.32727245249204, 93.03377761420245, 106.34140808725914]","[693, 3125, 1850, 13271, 25801, 34637, 7141, 7427, 20838, 3855]","[63.844914782784606, 185.0016942295049]"
./Multi-class Weather Dataset/Shine/shine213.jpg,Ensoleillé,259,162,0.1618711531371945,"[103.9443079341147, 157.8818369746624, 209.02975875799703]","[101, 1518, 323, 9926, 12944, 45728, 4875, 8741, 31745, 2737]","[104.2553734891013, 131.15740319290614]"
./Multi-class Weather Dataset/Shine/shine214.jpg,Ensoleillé,206,155,0.19628919133347525,"[62.06292405126309, 105.18759699938047, 146.67945240985182]","[49, 814, 200, 10370, 18167, 33131, 4629, 7592, 42606, 1080]","[102.40276302702338, 160.74124648089145]"
./Multi-class Weather Dataset/Shine/shine215.jpg,Ensoleillé,273,182,0.13669399931941156,"[67.43753081854044, 130.54957247835853, 153.02431671739873]","[1544, 4397, 3436, 11771, 24909, 34466, 6633, 6085, 20024, 5373]","[84.06919368161972, 173.13156830020736]"
./Multi-class Weather Dataset/Shine/shine216.jpg,Ensoleillé,230,153,0.24334255246814124,"[110.14847473906968, 130.04177788998888, 170.8521765989291]","[270, 1618, 950, 14253, 29934, 37574, 8194, 9246, 14530, 2069]","[109.46379743421164, 106.63057367791096]"
./Multi-class Weather Dataset/Shine/shine217.jpg,Ensoleillé,270,169,0.22289459395790365,"[65.78350459354296, 123.6077803380873, 157.31765054857001]","[975, 3516, 2790, 15257, 27956, 28952, 7851, 7723, 19316, 4302]","[85.05994706586422, 165.23661052950993]"
./Multi-class Weather Dataset/Shine/shine218.jpg,Ensoleillé,226,181,0.22198382184366341,"[123.3687188456165, 178.44716213923869, 217.42317392245738]","[423, 2509, 1473, 12265, 28427, 36686, 7425, 7016, 18784, 3630]","[99.78710025455588, 120.53739948414504]"
./Multi-class Weather Dataset/Shine/shine219.jpg,Ensoleillé,241,151,0.17407762012096278,"[73.90850558131669, 164.65984687926718, 241.45325192892454]","[319, 2172, 1304, 12488, 27988, 32132, 6835, 6674, 25737, 2989]","[103.51916755171193, 177.74456750788113]"
./Multi-class Weather Dataset/Shine/shine22.jpg,Ensoleillé,225,225,0.16442633491462996,"[116.00612814823243, 170.57420334072978, 227.23644616396095]","[814, 5638, 2929, 12805, 37761, 28587, 7546, 7155, 9082, 6321]","[103.84252094607125, 127.41084644043224]"
./Multi-class Weather Dataset/Shine/shine220.jpg,Ensoleillé,219,180,0.223547494001495,"[65.90830387792064, 116.64650916812067, 195.92599885655312]","[505, 2507, 2042, 14781, 39957, 33119, 8548, 5838, 8109, 3232]","[107.38688278629107, 178.9173536303714]"
./Multi-class Weather Dataset/Shine/shine221.jpg,Ensoleillé,240,160,0.20600539313027985,"[67.00557874848278, 92.0233118551813, 149.19360447458865]","[251, 1601, 963, 12988, 19751, 31445, 5713, 8536, 35099, 2291]","[111.08111229117146, 157.47649994099697]"
./Multi-class Weather Dataset/Shine/shine222.jpg,Ensoleillé,269,180,0.19924088530541398,"[135.81308989847267, 155.40785374943104, 184.32217879968897]","[1305, 3668, 3074, 16566, 26714, 29650, 8564, 9005, 15686, 4406]","[106.70514506313323, 69.79247795815843]"
./Multi-class Weather Dataset/Shine/shine223.jpg,Ensoleillé,261,174,0.1885359701321694,"[192.79999972342335, 211.7915390463005, 218.14317108557123]","[1163, 3592, 2486, 12479, 20179, 30064, 6197, 7251, 30293, 4934]","[86.84011868035536, 53.47562332473575]"
./Multi-class Weather Dataset/Shine/shine224.jpg,Ensoleillé,300,168,0.12934728101892068,"[98.23443854677674, 144.54776070377957, 197.4019138708719]","[569, 2178, 1802, 10473, 19767, 26099, 4754, 4722, 45690, 2584]","[105.10083615704917, 128.40080749844063]"
./Multi-class Weather Dataset/Shine/shine225.jpg,Ensoleillé,227,152,0.20304787782470932,"[144.65533413619582, 189.25762778631216, 199.48190740951466]","[588, 3401, 2183, 12611, 37845, 31754, 7465, 6119, 12802, 3870]","[86.85200357389706, 107.78991554139483]"
./Multi-class Weather Dataset/Shine/shine226.jpg,Ensoleillé,229,171,0.13967617895022086,"[190.7223383844131, 215.3482297514287, 243.24882764428344]","[273, 1957, 593, 11196, 13499, 30240, 5640, 8702, 43251, 3287]","[89.33887961698612, 57.174539355012726]"
./Multi-class Weather Dataset/Shine/shine227.jpg,Ensoleillé,263,164,0.19260898872931081,"[160.8647470403665, 178.72622310094573, 202.89943050893262]","[699, 3241, 2409, 14793, 38151, 31595, 8189, 6244, 9389, 3928]","[95.71276488140393, 88.54197643250897]"
./Multi-class Weather Dataset/Shine/shine228.jpg,Ensoleillé,290,161,0.23777184628466547,"[94.72958656928007, 135.538826751336, 186.44259809778487]","[354, 2131, 1279, 13218, 36110, 35635, 8658, 6704, 11693, 2856]","[104.13096984102901, 136.94031423321366]"
./Multi-class Weather Dataset/Shine/shine229.jpg,Ensoleillé,221,166,0.19193163703021884,"[76.36896878529645, 103.08609663034821, 136.9291758990585]","[260, 1913, 1128, 12770, 27844, 31845, 6421, 7030, 26772, 2655]","[106.23521131509297, 127.33000387734116]"
./Multi-class Weather Dataset/Shine/shine23.jpg,Ensoleillé,259,194,0.16439512353583816,"[156.66338778468955, 193.30123111508328, 228.02064177108093]","[678, 3205, 2330, 12721, 28936, 36730, 7579, 5757, 15354, 5348]","[103.53299954483387, 83.16741684789022]"
./Multi-class Weather Dataset/Shine/shine230.jpg,Ensoleillé,230,168,0.16623662419628182,"[123.96802438141658, 154.25377428342944, 186.9178762943787]","[457, 3016, 1526, 11449, 36691, 37741, 7798, 6146, 9899, 3915]","[93.59151368027108, 115.66927122844282]"
./Multi-class Weather Dataset/Shine/shine231.jpg,Ensoleillé,252,168,0.14652196111216748,"[121.49876732423422, 175.15661415924913, 218.46130534693773]","[179, 2025, 372, 12948, 15979, 37750, 8062, 10779, 27161, 3383]","[101.8995010030513, 115.14649606365583]"
./Multi-class Weather Dataset/Shine/shine232.jpg,Ensoleillé,280,175,0.1917132450137025,"[127.5172333590418, 157.6514223546629, 188.79549932752366]","[1000, 4049, 3300, 15477, 33479, 29667, 8248, 6649, 11838, 4931]","[91.71890119523256, 106.99409969824171]"
./Multi-class Weather Dataset/Shine/shine233.jpg,Ensoleillé,221,166,0.20094294487347994,"[47.902438773833005, 97.6093094118242, 159.5481797832482]","[194, 1435, 770, 11186, 17161, 31685, 5254, 8014, 40992, 1947]","[106.09856032637097, 192.26151823193243]"
./Multi-class Weather Dataset/Shine/shine234.jpg,Ensoleillé,237,177,0.18120009154735145,"[156.56099199876937, 170.93814547720797, 214.21606878698225]","[123, 1485, 221, 12818, 8217, 31604, 5302, 11426, 45017, 2425]","[108.65182319324332, 73.95153323555691]"
./Multi-class Weather Dataset/Shine/shine235.jpg,Ensoleillé,235,156,0.23777804097640645,"[111.8075814794796, 133.66925246074192, 163.2851117014047]","[1132, 3619, 3126, 16459, 27082, 26218, 6860, 8559, 21258, 4325]","[87.69214754125997, 74.33046747247931]"
./Multi-class Weather Dataset/Shine/shine236.jpg,Ensoleillé,237,157,0.29769349989217064,"[165.8205353417539, 164.9895010188557, 159.63547810619278]","[261, 1815, 745, 11705, 24203, 34639, 5912, 7765, 28807, 2786]","[63.251959743084, 23.580758273065964]"
./Multi-class Weather Dataset/Shine/shine237.jpg,Ensoleillé,220,165,0.15410665302013474,"[163.0396500936673, 169.43194667022792, 206.41355215023853]","[536, 2488, 2179, 14933, 39446, 32358, 8087, 5588, 9605, 3418]","[117.42060722534096, 57.34125659569447]"
./Multi-class Weather Dataset/Shine/shine238.jpg,Ensoleillé,263,164,0.14628304216631743,"[132.46832802306176, 174.53288901295326, 221.71743889499993]","[269, 2028, 812, 14302, 21115, 36713, 8781, 9938, 21481, 3199]","[102.03552824558741, 107.77701916755171]"
./Multi-class Weather Dataset/Shine/shine239.jpg,Ensoleillé,211,172,0.20749466277374976,"[151.18695287212992, 180.64177891727354, 186.09161838428665]","[649, 3225, 2077, 12041, 38431, 37460, 7305, 5618, 8174, 3658]","[89.21597633136095, 105.73894536320572]"
./Multi-class Weather Dataset/Shine/shine24.jpg,Ensoleillé,852,480,0.21107186039170645,"[110.86568295597743, 139.15605738412228, 170.50917602285946]","[2824, 4973, 1689, 10055, 12133, 34527, 10950, 6848, 27082, 7557]","[103.12919132149901, 99.3605674404491]"
./Multi-class Weather Dataset/Shine/shine240.jpg,Ensoleillé,307,173,0.19287346589124935,"[167.4249568540434, 193.65815245220756, 206.85931415313811]","[465, 2535, 1399, 12907, 24739, 35227, 8693, 7651, 21458, 3564]","[80.56762588715252, 68.98336114904163]"
./Multi-class Weather Dataset/Shine/shine241.jpg,Ensoleillé,325,183,0.25477050111392524,"[100.70228098027192, 164.70034599738278, 228.04564785576713]","[222, 1851, 290, 11622, 10622, 35985, 7186, 9662, 38191, 3007]","[102.91472378158768, 149.7175104098181]"
./Multi-class Weather Dataset/Shine/shine242.jpg,Ensoleillé,260,163,0.12403940401226768,"[81.45667930621934, 127.36381115768135, 197.33650912465862]","[396, 2167, 1202, 12417, 19026, 31152, 5473, 8184, 35618, 3003]","[105.56802205027057, 152.69048702776513]"
./Multi-class Weather Dataset/Shine/shine243.jpg,Ensoleillé,300,168,0.1501008167329388,"[50.83929342832819, 128.04769037428986, 218.21454468503978]","[201, 1647, 290, 12232, 8040, 29421, 3973, 10726, 49411, 2697]","[105.57451238220469, 196.98140562045887]"
./Multi-class Weather Dataset/Shine/shine244.jpg,Ensoleillé,300,168,0.20800644801946722,"[132.20606817061145, 183.82938513587553, 218.18120531311638]","[610, 2903, 2118, 14092, 31913, 33243, 7881, 6599, 15465, 3814]","[99.25841635900808, 110.31952662721893]"
./Multi-class Weather Dataset/Shine/shine245.jpg,Ensoleillé,261,174,0.2549551257096241,"[96.29885232545644, 163.11039853114096, 219.38212975079654]","[260, 1991, 633, 10680, 17173, 43934, 7230, 8249, 25436, 3052]","[100.16573104738785, 156.54730356209646]"
./Multi-class Weather Dataset/Shine/shine246.jpg,Ensoleillé,300,168,0.2077624906548626,"[132.21537102361808, 183.85191816439504, 218.1126177623843]","[604, 2901, 2083, 14014, 32074, 32799, 7805, 6420, 15967, 3971]","[99.24819197896122, 110.22734705574942]"
./Multi-class Weather Dataset/Shine/shine247.jpg,Ensoleillé,204,153,0.1457796331635907,"[120.88056044174294, 136.24575915811124, 174.33907815950622]","[27, 922, 60, 12535, 8643, 33635, 3854, 11180, 46702, 1080]","[110.37732429744264, 81.68094539692173]"
./Multi-class Weather Dataset/Shine/shine248.jpg,Ensoleillé,221,166,0.1437894144317614,"[160.59866200121377, 173.05993178829718, 197.03821024882416]","[283, 1885, 1050, 13544, 25005, 34991, 7664, 8762, 22804, 2650]","[107.32978472327585, 50.21930578735312]"
./Multi-class Weather Dataset/Shine/shine249.jpg,Ensoleillé,264,154,0.15926034882160406,"[120.69673239181375, 159.83983239060208, 207.6233838704715]","[254, 1864, 309, 14801, 7229, 30202, 4384, 13560, 43040, 2995]","[106.69740723882735, 110.67030799575178]"
./Multi-class Weather Dataset/Shine/shine25.jpg,Ensoleillé,852,480,0.21003984959077315,"[100.06668411075077, 131.0842690843153, 167.38163948576764]","[2497, 4193, 1729, 11196, 11722, 36659, 11868, 6442, 25829, 6503]","[105.88260928201757, 113.05854785144726]"
./Multi-class Weather Dataset/Shine/shine250.jpg,Ensoleillé,233,175,0.22573488419584464,"[42.164257684089414, 115.57524715415802, 197.50063257029788]","[271, 1502, 914, 9061, 17347, 42413, 4560, 5250, 35075, 2245]","[105.63325410070972, 208.61107739510106]"
./Multi-class Weather Dataset/Shine/shine251.jpg,Ensoleillé,302,170,0.1825971909191539,"[51.849980185258936, 121.60070478314283, 162.45048636003008]","[276, 1641, 649, 12221, 15212, 31493, 4976, 8672, 40875, 2623]","[100.9765842310221, 186.4757329017684]"
./Multi-class Weather Dataset/Shine/shine252.jpg,Ensoleillé,250,156,0.18888077987794075,"[143.52620998331057, 120.89040531912204, 33.246149131180566]","[438, 2370, 1050, 13619, 25528, 35061, 8173, 9569, 19856, 2974]","[23.86528768185573, 190.7133801985873]"
./Multi-class Weather Dataset/Shine/shine253.jpg,Ensoleillé,367,137,0.12449352397403243,"[133.66209551324195, 176.75951048304506, 217.41388292273555]","[213, 1592, 577, 11050, 11485, 31677, 3785, 8121, 47822, 2316]","[104.02368549705828, 99.88308130615823]"
./Multi-class Weather Dataset/Shine/shine26.jpg,Ensoleillé,299,168,0.22642246214173195,"[110.33055215761392, 140.1933721831327, 171.7489924707935]","[547, 2917, 1235, 15844, 23178, 32839, 9366, 12567, 16891, 3254]","[102.63406328495086, 103.39860752878505]"
./Multi-class Weather Dataset/Shine/shine27.jpg,Ensoleillé,183,275,0.18986269574176262,"[150.09430012411707, 176.10805118564457, 215.18696482419207]","[216, 2647, 551, 9771, 16674, 43233, 5691, 8688, 26832, 4335]","[93.13048095888333, 81.95841973060908]"
./Multi-class Weather Dataset/Shine/shine28.jpg,Ensoleillé,400,226,0.22479649971702753,"[111.89447247746295, 150.79800843743152, 194.2620141601974]","[798, 3084, 1336, 14712, 17215, 32773, 9704, 11631, 22610, 4775]","[105.81105547969453, 119.79204807903032]"
./Multi-class Weather Dataset/Shine/shine29.jpg,Ensoleillé,275,183,0.1888982910641884,"[59.66376886779531, 115.4297184831694, 157.39710189821136]","[233, 1788, 683, 6584, 15978, 48042, 3903, 4761, 33852, 2814]","[101.69003186162949, 169.66629579055615]"
./Multi-class Weather Dataset/Shine/shine3.jpg,Ensoleillé,275,183,0.2053882357825844,"[105.90053256808527, 123.31884743400092, 151.19096619680246]","[724, 2685, 2267, 14939, 29570, 29731, 6949, 7308, 21080, 3385]","[104.37270520406615, 90.90001517220452]"
./Multi-class Weather Dataset/Shine/shine30.jpg,Ensoleillé,1024,839,0.17521776017230395,"[101.35544830308375, 141.8232038124905, 202.35135269685935]","[3009, 6477, 3313, 11074, 19303, 26632, 8878, 8669, 19454, 11829]","[107.6741684789022, 132.89925656197846]"
./Multi-class Weather Dataset/Shine/shine31.jpg,Ensoleillé,225,225,0.13301038523928171,"[139.86286194005083, 184.83440664827037, 220.22066170435485]","[557, 3496, 2034, 13371, 31832, 34930, 9287, 7500, 11565, 4066]","[102.67791095601747, 94.8212124277213]"
./Multi-class Weather Dataset/Shine/shine32.jpg,Ensoleillé,189,267,0.1844834360027599,"[99.429136421035, 140.63726963141025, 196.59800980714442]","[152, 1845, 590, 12257, 19969, 36932, 7565, 8846, 28111, 2371]","[104.59563546249937, 133.88108363256293]"
./Multi-class Weather Dataset/Shine/shine33.jpg,Ensoleillé,225,225,0.13531978809475678,"[136.0573821467405, 180.2694071197677, 246.04768451349904]","[384, 4789, 1089, 9576, 21859, 33813, 5130, 9718, 27415, 4865]","[106.74205566513258, 113.69279657445338]"
./Multi-class Weather Dataset/Shine/shine34.jpg,Ensoleillé,259,194,0.16691743502706877,"[127.79080875225476, 170.28525005557873, 204.62517789804912]","[768, 5030, 2817, 13086, 40059, 29390, 7389, 6422, 8263, 5414]","[102.34654158026939, 100.47408081727609]"
./Multi-class Weather Dataset/Shine/shine35.jpg,Ensoleillé,284,177,0.27433944749794126,"[137.7415427800852, 170.66847883635512, 205.41113513376828]","[580, 3036, 1961, 12566, 28021, 33647, 8072, 7034, 19897, 3824]","[103.57137679327029, 98.68560663531078]"
./Multi-class Weather Dataset/Shine/shine36.jpg,Ensoleillé,300,168,0.2741394696712785,"[138.66366709417514, 172.4741861139559, 207.31290462504637]","[477, 2593, 1632, 12571, 25454, 33763, 8228, 7204, 23100, 3616]","[103.33997538731266, 98.8278966267132]"
./Multi-class Weather Dataset/Shine/shine37.jpg,Ensoleillé,225,225,0.16752059630829252,"[128.0461006512458, 170.38804394723866, 204.99636499266677]","[903, 5891, 3023, 12688, 38797, 28046, 7637, 7306, 8409, 5938]","[102.50885045263743, 100.47719111920296]"
./Multi-class Weather Dataset/Shine/shine38.jpg,Ensoleillé,284,177,0.21530118200148385,"[78.22921901867446, 175.33324275448211, 240.77360858241036]","[550, 2812, 1439, 14063, 22212, 35383, 7487, 9079, 21588, 4025]","[100.6390785414454, 174.24112004585376]"
./Multi-class Weather Dataset/Shine/shine39.jpg,Ensoleillé,299,168,0.21910489746579045,"[150.2329306113977, 195.33353622205786, 216.69584945380063]","[722, 3133, 1201, 8944, 11860, 41070, 4402, 7112, 35676, 4518]","[96.70635041049242, 90.3593536640874]"
./Multi-class Weather Dataset/Shine/shine4.jpg,Ensoleillé,400,300,0.21079690848868696,"[77.00998767653492, 109.05413500522599, 151.14650732427637]","[1811, 5342, 3337, 15283, 25037, 25784, 11487, 7970, 13509, 9078]","[106.19048702776513, 140.51268564878032]"
./Multi-class Weather Dataset/Shine/shine40.jpg,Ensoleillé,259,194,0.15160331990953707,"[120.41572327690116, 172.74412310847916, 204.31557642128786]","[438, 5060, 1516, 9285, 31012, 38969, 6601, 7665, 12553, 5539]","[101.25845850402064, 109.78527959001332]"
./Multi-class Weather Dataset/Shine/shine41.jpg,Ensoleillé,299,168,0.17198978209276283,"[117.23221898627547, 200.5731437558476, 229.1027803591598]","[297, 2801, 738, 9302, 13954, 44909, 6029, 7897, 28027, 4684]","[93.96595525885466, 129.06688413493148]"
./Multi-class Weather Dataset/Shine/shine42.jpg,Ensoleillé,183,275,0.15367073340329143,"[123.17593652803065, 187.53247543209173, 228.03899750448844]","[339, 3036, 718, 10979, 13495, 35200, 6475, 9427, 34855, 4114]","[98.65912270941857, 120.45848716262917]"
./Multi-class Weather Dataset/Shine/shine43.jpg,Ensoleillé,299,168,0.20402053744696474,"[153.89724565221513, 190.91728817389875, 209.42331695209376]","[320, 3603, 752, 9177, 17031, 39256, 4879, 8682, 30156, 4782]","[98.08313525177431, 75.00253712975606]"
./Multi-class Weather Dataset/Shine/shine44.jpg,Ensoleillé,299,168,0.12225280281281391,"[124.31301877876398, 194.194088055682, 235.93494439887516]","[444, 3216, 1560, 12467, 29691, 34364, 7150, 6853, 18372, 4521]","[100.82253578111566, 121.9994352568317]"
./Multi-class Weather Dataset/Shine/shine45.jpg,Ensoleillé,299,168,0.17134120913389142,"[126.00712125594245, 179.50885255988806, 232.2405515491453]","[346, 2333, 865, 12229, 15976, 34821, 5956, 8752, 33460, 3900]","[103.43990964109307, 119.32630354523846]"
./Multi-class Weather Dataset/Shine/shine46.jpg,Ensoleillé,259,194,0.12720346752510095,"[136.5821206764485, 190.87670898025928, 223.97665011553002]","[801, 3766, 2631, 14505, 34459, 31356, 8117, 6281, 11974, 4748]","[100.72385744870952, 101.14596503649759]"
./Multi-class Weather Dataset/Shine/shine47.jpg,Ensoleillé,299,168,0.14187054413246217,"[122.56071120762319, 189.52503426916334, 231.74888763507477]","[533, 2617, 1502, 13277, 21165, 31352, 6682, 7930, 29661, 3919]","[101.65590283045904, 122.6244120770748]"
./Multi-class Weather Dataset/Shine/shine48.jpg,Ensoleillé,275,183,0.19270263320951384,"[80.9384146784757, 119.67710723745765, 160.46636584346922]","[163, 1608, 477, 12478, 13475, 35498, 5694, 9950, 36980, 2315]","[105.28763128171413, 140.02076063318668]"
./Multi-class Weather Dataset/Shine/shine49.jpg,Ensoleillé,900,596,0.2284306437067953,"[97.66306366320235, 125.57352859249355, 152.7879083851717]","[3542, 6768, 2432, 13792, 12533, 22667, 10245, 14079, 21579, 11001]","[100.78586962018915, 109.62267570255736]"
./Multi-class Weather Dataset/Shine/shine5.jpg,Ensoleillé,300,168,0.1943725853523677,"[127.85964601218623, 165.51626507737825, 228.47640643175038]","[499, 2339, 1470, 12896, 19783, 33064, 6982, 7518, 30725, 3362]","[102.54722770107385, 116.34228493400092]"
./Multi-class Weather Dataset/Shine/shine50.jpg,Ensoleillé,300,168,0.19343951877127247,"[99.9613637243653, 117.59665958630455, 151.00510224643452]","[837, 4500, 2365, 13192, 31886, 29841, 6719, 7825, 16982, 4491]","[89.03396888012273, 115.62496839124059]"
./Multi-class Weather Dataset/Shine/shine51.jpg,Ensoleillé,284,177,0.17129461569863164,"[120.04224362530344, 146.10561984645517, 176.61640231866053]","[864, 4131, 2233, 11936, 26968, 36542, 6881, 7288, 17184, 4611]","[101.70163859808831, 101.41801952156982]"
./Multi-class Weather Dataset/Shine/shine52.jpg,Ensoleillé,284,177,0.19241130293112296,"[128.53012275261722, 158.74876357069405, 190.18525153065417]","[1293, 4291, 3503, 15467, 30526, 30282, 8002, 7027, 12761, 5486]","[90.85311620222863, 106.84467877071427]"
./Multi-class Weather Dataset/Shine/shine53.jpg,Ensoleillé,284,177,0.22120858871387683,"[110.89918475082816, 166.09438019964094, 192.73220140390305]","[1500, 4811, 3826, 15698, 29182, 29823, 8482, 7404, 11892, 6020]","[87.33792713970229, 145.7504762386419]"
./Multi-class Weather Dataset/Shine/shine54.jpg,Ensoleillé,500,346,0.20459669443168904,"[55.068549027556514, 80.37068036669322, 122.07180206278764]","[3411, 6268, 4740, 12740, 19147, 28465, 9343, 8028, 17502, 8994]","[91.76079333771642, 173.2527352113151]"
./Multi-class Weather Dataset/Shine/shine55.jpg,Ensoleillé,1680,1050,0.21359805115398478,"[93.88422462132706, 164.47904220717646, 161.13238281842663]","[11875, 10966, 6914, 9213, 10815, 10673, 8367, 11725, 15223, 22867]","[83.69495439909642, 164.05612872772636]"
./Multi-class Weather Dataset/Shine/shine56.jpg,Ensoleillé,2048,1536,0.2439267963859701,"[104.90754289703763, 135.04814014059576, 158.50325214623476]","[10983, 11659, 5279, 9014, 11967, 9892, 6561, 13014, 16697, 23572]","[88.45228341678046, 106.23986412447951]"
./Multi-class Weather Dataset/Shine/shine57.jpg,Ensoleillé,259,194,0.25825237599351325,"[111.21954545418626, 134.68961607473997, 154.02373531378015]","[615, 3621, 1942, 11790, 29874, 31908, 6027, 6814, 21671, 4376]","[87.32031052445254, 115.45251099984827]"
./Multi-class Weather Dataset/Shine/shine58.jpg,Ensoleillé,350,200,0.1227811305258583,"[151.31134628028119, 169.89996815417487, 188.49007096429895]","[805, 3438, 1944, 14495, 21212, 25793, 6530, 9378, 30159, 4884]","[95.0424231696421, 54.554257489168734]"
./Multi-class Weather Dataset/Shine/shine59.jpg,Ensoleillé,720,537,0.1840081742461192,"[107.4990171651368, 138.62293956984692, 168.24241567573205]","[5964, 7607, 3864, 8723, 9128, 20757, 6656, 9874, 33199, 12866]","[92.2180835819889, 102.80594750417235]"
./Multi-class Weather Dataset/Shine/shine6.jpg,Ensoleillé,1024,768,0.24809127809973314,"[126.8091540152607, 155.57324836108583, 177.83123836402544]","[3713, 6440, 2416, 12014, 15607, 25503, 8020, 11863, 22428, 10634]","[93.59773428412481, 92.76385306562821]"
./Multi-class Weather Dataset/Shine/shine60.jpg,Ensoleillé,600,315,0.2026530747384528,"[76.30450407041799, 105.20273986702195, 131.7411018378913]","[6076, 8794, 5728, 13015, 21736, 18464, 9054, 10064, 12118, 13589]","[84.54083008816737, 137.3512533926735]"
./Multi-class Weather Dataset/Shine/shine61.jpg,Ensoleillé,284,177,0.1610413348852475,"[161.0654492948086, 198.58019478107772, 226.58625743991175]","[631, 3885, 2241, 13008, 34935, 31796, 8006, 6399, 13082, 4655]","[99.75175744702372, 77.46390701124429]"
./Multi-class Weather Dataset/Shine/shine62.jpg,Ensoleillé,2000,1125,0.20664604720980717,"[60.61778480677565, 120.03152779489919, 180.4300974260987]","[8318, 9875, 4840, 9574, 10944, 14354, 8074, 11993, 19574, 21092]","[98.46984945801513, 171.72529880813906]"
